"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"SP512GBSS3A55S25";"SP Ace A55 SSD 512GB 2.5"" 7mm Sata3";"IAIDSO0235";"4712702659122";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"25,9500000000";"16";"0,0500000000";"";"";"0,0000000000";"1,5000000000";"24,4500000000"
"SP001TBSS3A55S25";"SP A55 SSD 1TB 2.5"" 7mm Sata3";"IAIDSO0249";"4712702659139";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"44,4900000000";"15";"0,0700000000";"";"";"0,0000000000";"1,5000000000";"42,9900000000"
"CT2000MX500SSD1";"Crucial CT2000MX500SSD1 MX500 SSD 2TB 2.5"" Sata3";"IAIDSO0261";"649528785077";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60013";"Crucial";"102,5100000000";"5";"0,0750000000";"29/12/2023";"";"0,0000000000";"3,0000000000";"99,5100000000"
"SA400S37/960G";"Kingston SA400S37/960G SSDNow A400 960GB SATA3";"IAIDSO0269";"740617277357";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"42,6600000000";"100";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"41,1600000000"
"3812460";"Intenso 3812460 Top SSD 1TB 2.5"" Sata3";"IAIDSO0284";"4034303028719";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04221";"INTENSO";"42,9800000000";"16";"0,0500000000";"21/12/2023";"";"0,0000000000";"1,5000000000";"41,4800000000"
"P04556-B21";"HPE HDD 2.5"" 240GB SATA SSD";"IAIDSO0285";"190017284323";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04240";"HPE";"200,4500000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"200,4500000000"
"GP-GSTFS31480GNTD";"Gigabyte GP-GSTFS31480GNTD SSD 480GB SATA3";"IAIDSO0290";"4719331804787";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"26,5100000000";"0";"0,5000000000";"02/01/2025";"";"0,0000000000";"1,5000000000";"25,0100000000"
"GP-GSTFS31240GNTD";"Gigabyte GP-GSTFS31240GNTD SSD 240GB SATA3";"IAIDSO0291";"4719331803711";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"18,6300000000";"5";"0,5000000000";"02/01/2025";"";"0,0000000000";"0,9000000000";"17,7300000000"
"GP-GSM2NE3256GNTD";"Gigabyte GP-GSM2NE3256GNTD SSD NVMe M.2 256GB";"IAIDSO0293";"4719331806873";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"18,6200000000";"0";"0,0350000000";"02/01/2025";"";"0,0000000000";"0,9000000000";"17,7200000000"
"GP-GSTFS31256GTND";"Gigabyte GP-GSTFS31256GTND SSD 256GB SATA3";"IAIDSO0294";"4719331804329";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"19,6600000000";"0";"0,2500000000";"02/01/2025";"";"0,0000000000";"0,9000000000";"18,7600000000"
"GP-GSTFS31100TNTD";"Gigabyte GP-GSTFS31100TNTD SSD 1TB SATA3";"IAIDSO0295";"4719331804565";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"43,1800000000";"0";"0,5000000000";"02/01/2025";"";"0,0000000000";"1,5000000000";"41,6800000000"
"SP512GBP34A80M28";"SP Ace A80 SSD NVMe 512GB";"IAIDSO0297";"4713436123767";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"36,4700000000";"4";"0,0100000000";"";"";"0,0000000000";"1,5000000000";"34,9700000000"
"CT1000BX500SSD1";"Crucial CT1000BX500SSD1 BX500 SSD 1000GB 2.5"" Sat3";"IAIDSO0307";"649528821553";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60013";"Crucial";"50,6400000000";"0";"0,0700000000";"19/12/2023";"";"0,0000000000";"1,5000000000";"49,1400000000"
"SKC600/1024G";"Kingston SKC600/1024G SSD NAND TLC 3D 2.5""";"IAIDSO0309";"740617300116";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"74,7700000000";"8";"0,1000000000";"19/12/2023";"";"0,0000000000";"1,5000000000";"73,2700000000"
"SEDC500R/1920G";"Kingston Data Center SSD SEDC500R/1920G 1.92TB 2.5";"IAIDSO0310";"740617291346";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"141,2500000000";"0";"0,2000000000";"";"Encargo";"5,0000000000";"3,0000000000";"138,2500000000"
"SKC600/512G";"Kingston SKC600/512G SSD NAND TLC 3D 2.5""";"IAIDSO0311";"740617300253";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"42,9100000000";"16";"0,1000000000";"02/01/2024";"";"0,0000000000";"1,5000000000";"41,4100000000"
"SKC600/256G";"Kingston SKC600/256G SSD NAND TLC 3D 2.5""";"IAIDSO0316";"740617300161";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"21,7600000000";"15";"0,1000000000";"02/01/2024";"";"0,0000000000";"0,9000000000";"20,8600000000"
"SSDPR-PX500-512-80";"Goodram PX500 SSD 512GB Nvme Pcie Gen2 3X4";"IAIDSO0319";"5908267962626";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"30,3900000000";"100";"0,0100000000";"";"";"0,0000000000";"1,5000000000";"28,8900000000"
"SSDPR-PX500-01T-80";"Goodram PX500 SSD 1TB Nvme Pcie Gen2 3 X4";"IAIDSO0320";"5908267962633";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"43,2900000000";"99";"0,0200000000";"";"";"0,0000000000";"1,5000000000";"41,7900000000"
"SP256GBSS3A55M28";"SP A55 256GB SSD M.2 2280 Sata3";"IAIDSO0322";"4713436121749";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"17,4700000000";"14";"0,0150000000";"";"";"0,0000000000";"0,9000000000";"16,5700000000"
"SP512GBSS3A55M28";"SP Ace A55 SSD 512GB M.2 Sata3";"IAIDSO0323";"4713436121756";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"27,0300000000";"5";"0,0500000000";"";"";"0,0000000000";"1,5000000000";"25,5300000000"
"SP256GBP34A60M28";"SP P34A60 256GB SSD M.2 PCIe Gen3x4 Nvme";"IAIDSO0325";"4713436129639";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"18,2400000000";"15";"0,0150000000";"";"";"0,0000000000";"0,9000000000";"17,3400000000"
"SP512GBP34A60M28";"SP P34A60 512GB SSD M.2 PCIe Gen3x4 Nvme";"IAIDSO0326";"4713436129646";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"29,6700000000";"14";"0,0150000000";"";"";"0,0000000000";"1,5000000000";"28,1700000000"
"SP001TBP34A60M28";"SP P34A60 1TB SSD M.2 PCIe Gen3x4 Nvme";"IAIDSO0327";"4713436129653";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"42,6700000000";"17";"0,0150000000";"";"";"0,0000000000";"1,5000000000";"41,1700000000"
"SSDPR-CL100-960-G3";"Goodram SSD 960GB SATA3 CL100 Gen 3";"IAIDSO0328";"5908267923429";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"53,2500000000";"100";"0,0100000000";"";"";"0,0000000000";"1,5000000000";"51,7500000000"
"SSDPR-CL100-240-G3";"Goodram SSD 240GB SATA3 CL100 Gen 3";"IAIDSO0329";"5908267923405";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"16,5300000000";"12";"0,0500000000";"";"";"0,0000000000";"0,9000000000";"15,6300000000"
"SSDPR-CL100-480-G3";"Goodram SSD 480GB SATA3 CL100 Gen 3";"IAIDSO0330";"5908267923412";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"24,3500000000";"22";"0,0100000000";"";"";"0,0000000000";"1,5000000000";"22,8500000000"
"SP001TBP34A80M28";"SP Ace A80 SSD NVMe 1TB";"IAIDSO0365";"4713436123774";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"57,5300000000";"5";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"56,0300000000"
"3832460";"Intenso 3832460 Top SSD 1TB  M.2";"IAIDSO0369";"4034303028740";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04221";"INTENSO";"39,6500000000";"48";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"38,1500000000"
"SSDPR-CX400-512-G2";"Goodram SSD 512GB 2.5"" SATA3 CX400 GEN.2";"IAIDSO0371";"5908267923450";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"25,7400000000";"33";"0,0550000000";"";"";"0,0000000000";"1,5000000000";"24,2400000000"
"SSDPR-CX400-256-G2";"Goodram SSD 256GB 2.5"" SATA3 CX400 GEN.2";"IAIDSO0372";"5908267923443";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"18,1000000000";"13";"0,0500000000";"";"";"0,0000000000";"0,9000000000";"17,2000000000"
"WDS100T1R0A";"WD Red SA500 NAS WDS100T1R0A SSD 1TB 2.5"" SATA";"IAIDSO0389";"718037872384";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00500";"Western Digital";"60,9000000000";"0";"0,0700000000";"";"";"0,0000000000";"1,5000000000";"59,4000000000"
"SSDPR-CX400-01T-G2";"Goodram SSD 1TB SATA3 CX400 Gen2";"IAIDSO0401";"5908267923467";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60339";"GOODRAM";"43,1800000000";"2";"0,0450000000";"";"";"0,0000000000";"1,5000000000";"41,6800000000"
"WDS500G1R0A";"WD Red SA500 NAS WDS500G1R0A SSD 500GB 2.5"" SATA";"IAIDSO0416";"718037872346";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00500";"Western Digital";"38,5000000000";"0";"0,0650000000";"";"";"0,0000000000";"1,5000000000";"37,0000000000"
"MZ-77E250B/EU";"Samsung 870 Evo SSD 250GB 2.5"" SATA3";"IAIDSO0418";"8806090545931";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"36,1500000000";"21";"0,0900000000";"";"";"0,0000000000";"0,9000000000";"35,2500000000"
"MZ-77E500B/EU";"Samsung 870 Evo SSD 500GB 2.5"" SATA3";"IAIDSO0419";"8806090545924";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"42,0700000000";"0";"0,0900000000";"";"";"0,0000000000";"1,5000000000";"40,5700000000"
"MZ-77E1T0B/EU";"Samsung 870 Evo SSD 1TB 2.5"" SATA3";"IAIDSO0420";"8806090545917";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"91,0700000000";"0";"0,1000000000";"20/12/2023";"";"0,0000000000";"1,5000000000";"89,5700000000"
"MZ-77E2T0B/EU";"Samsung 870 Evo SSD 2TB 2.5"" SATA3";"IAIDSO0421";"8806090545900";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"143,9900000000";"0";"0,0950000000";"";"";"0,0000000000";"3,0000000000";"140,9900000000"
"MZ-V7S250BW";"Samsung 970 EVO Plus SSD 250GB NVMe M.2";"IAIDSO0422";"8801643628079";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"35,2900000000";"0";"0,0800000000";"";"";"0,0000000000";"0,9000000000";"34,3900000000"
"MZ-V7S500BW";"Samsung 970 EVO Plus SSD 500GB NVMe M.2";"IAIDSO0423";"8801643628116";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"64,3700000000";"0";"0,0850000000";"";"";"0,0000000000";"1,5000000000";"62,8700000000"
"MZ-V7S1T0BW";"Samsung 970 EVO Plus SSD 1TB NVMe M.2";"IAIDSO0424";"8801643628086";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"76,2600000000";"0";"0,0800000000";"";"";"0,0000000000";"1,5000000000";"74,7600000000"
"MZ-V7S2T0BW";"Samsung 970 EVO Plus SSD 2TB NVMe M.2";"IAIDSO0425";"8801643628093";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"154,0600000000";"0";"0,0950000000";"19/12/2023";"";"0,0000000000";"3,0000000000";"151,0600000000"
"MZ-77Q1T0BW";"Samsung 870 QVO SSD 1TB 2.5"" SATA3";"IAIDSO0431";"8806090396038";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"90,9500000000";"0";"0,0850000000";"26/12/2023";"";"0,0000000000";"1,5000000000";"89,4500000000"
"MZ-77Q2T0BW";"Samsung 870 QVO SSD 2TB 2.5"" SATA3";"IAIDSO0432";"8806090396007";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"125,5200000000";"0";"0,1000000000";"26/12/2023";"";"0,0000000000";"3,0000000000";"122,5200000000"
"MZ-77Q4T0BW";"Samsung 870 QVO SSD 4TB 2.5"" SATA3";"IAIDSO0433";"8806090396021";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"261,9500000000";"0";"0,1000000000";"26/12/2023";"";"0,0000000000";"3,0000000000";"258,9500000000"
"MZ-77Q8T0BW";"Samsung 870 QVO SSD 8TB 2.5"" SATA3";"IAIDSO0434";"8806090396014";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"486,1800000000";"0";"0,0850000000";"26/12/2023";"";"0,0000000000";"3,0000000000";"483,1800000000"
"MZ-V8P500BW";"Samsung 980 PRO SSD 500GB PCIe 4.0 NVMe M.2";"IAIDSO0436";"8806090295539";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"70,9200000000";"7";"0,0850000000";"";"";"0,0000000000";"1,5000000000";"69,4200000000"
"MZ-V8P1T0BW";"Samsung 980 PRO SSD 1TB PCIe 4.0 NVMe M.2";"IAIDSO0437";"8806090295546";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"86,0600000000";"87";"0,0800000000";"";"";"0,0000000000";"1,5000000000";"84,5600000000"
"MZ-V8P2T0BW";"Samsung 980 PRO SSD 2TB PCIe 4.0 NVMe M.2";"IAIDSO0438";"8806090696534";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"166,1700000000";"4";"0,0800000000";"";"";"0,0000000000";"3,0000000000";"163,1700000000"
"AGAMMIXS11P-1TT-C";"ADATA XPG SSD GAMMIX S11 PRO 1TB PCIe 3.0 NVMe";"IAIDSO0439";"4710273770772";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"49,1800000000";"10";"0,0350000000";"20/12/2023";"";"0,0000000000";"1,5000000000";"47,6800000000"
"AGAMMIXS11P-512GT-C";"ADATA XPG SSD GAMMIX S11 PRO 512GB PCIe 3.0 NVMe";"IAIDSO0441";"4710273770765";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"29,2700000000";"17";"0,0300000000";"";"";"0,0000000000";"1,5000000000";"27,7700000000"
"AS40G-1TT-C";"ADATA XPG SSD S40G RGB 1TB PCIe Gen3x4 NVMe";"IAIDSO0442";"4710273771120";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"49,1800000000";"18";"0,0350000000";"20/12/2023";"";"0,0000000000";"1,5000000000";"47,6800000000"
"AS40G-512GT-C";"ADATA XPG SSD S40G RGB 512GB PCIe Gen3x4 NVMe";"IAIDSO0444";"4710273771113";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"26,7200000000";"12";"0,0400000000";"";"";"0,0000000000";"1,5000000000";"25,2200000000"
"ASX8200PNP-512GT-C";"ADATA XPG SSD SX8200 Pro 512GB PCIe Gen3x4 NVMe";"IAIDSO0446";"4713218469458";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"28,8700000000";"30";"0,0350000000";"20/12/2023";"";"0,0000000000";"1,5000000000";"27,3700000000"
"ASX8200PNP-1TT-C";"ADATA XPG SSD SX8200 Pro 1TB PCIe Gen3x4 NVMe";"IAIDSO0447";"4713218469465";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"42,2500000000";"0";"0,0350000000";"20/12/2023";"";"0,0000000000";"1,5000000000";"40,7500000000"
"ASU630SS-240GQ-R";"ADATA SSD Ultimate SU630 240GB 2,5"" SATA3";"IAIDSO0448";"4713218469175";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"17,5800000000";"63";"0,0650000000";"20/12/2023";"";"0,0000000000";"0,9000000000";"16,6800000000"
"ASU630SS-480GQ-R";"ADATA SSD Ultimate SU630 480GB 2,5"" SATA3";"IAIDSO0449";"4713218469182";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"27,8000000000";"100";"0,0650000000";"";"";"0,0000000000";"1,5000000000";"26,3000000000"
"ASU630SS-960GQ-R";"ADATA SSD Ultimate SU630 960GB 2,5"" SATA3";"IAIDSO0450";"4713218469199";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60371";"A-DATA";"48,4100000000";"90";"0,0500000000";"";"";"0,0000000000";"1,5000000000";"46,9100000000"
"P18424-B21";"HPE HDD 2.5"" 960GB SATA";"IAIDSO0460";"190017376493";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04240";"HPE";"197,9800000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"197,9800000000"
"SKC600MS/256G";"Kingston SKC600MS/256G SSD 256GB TLC 3D mSATA";"IAIDSO0464";"740617315981";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"22,7900000000";"6";"0,1000000000";"02/01/2024";"";"0,0000000000";"0,9000000000";"21,8900000000"
"SKC600MS/512G";"Kingston SKC600MS/512G SSD 512GB TLC 3D mSATA";"IAIDSO0465";"740617315998";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"42,1400000000";"18";"0,1000000000";"02/01/2024";"";"0,0000000000";"1,5000000000";"40,6400000000"
"SKC600MS/1024G";"Kingston SKC600MS/1024G SSD 1024GB TLC 3D mSATA";"IAIDSO0466";"740617316032";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"72,9400000000";"5";"0,1000000000";"02/01/2024";"";"0,0000000000";"1,5000000000";"71,4400000000"
"MZ-V8V500BW";"Samsung 980 Series SSD 500GB PCIe 3.0 NVMe M.2";"IAIDSO0468";"8806090572227";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"42,9000000000";"0";"0,0800000000";"";"";"0,0000000000";"1,5000000000";"41,4000000000"
"MZ-V8V1T0BW";"Samsung 980 Series SSD 1TB PCIe 3.0 NVMe M.2";"IAIDSO0469";"8806090572210";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00100";"Samsung";"89,3400000000";"0";"0,0850000000";"";"";"0,0000000000";"1,5000000000";"87,8400000000"
"CT2000BX500SSD1";"Crucial CT2000BX500SSD1 BX500 SSD 2000GB 2.5"" Sat3";"IAIDSO0471";"649528821584";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60013";"Crucial";"81,8900000000";"16";"0,0650000000";"";"";"0,0000000000";"3,0000000000";"78,8900000000"
"GP-GM30512G-G";"Gigabyte SSD M30 512GB M.2 NVMe 1.3 PCIe 3.0x4";"IAIDSO0499";"4719331822828";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"36,7000000000";"21";"0,0650000000";"";"";"0,0000000000";"1,5000000000";"35,2000000000"
"GP-GM301TB-G";"Gigabyte SSD M30 1TB M.2 NVMe 1.3 PCIe 3.0x4";"IAIDSO0502";"4719331822668";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00300";"Gigabyte";"57,4100000000";"9";"0,1500000000";"";"";"0,0000000000";"1,5000000000";"55,9100000000"
"SEDC1500M/960G";"Kingston SSD DC1500M 960GB U.2 2,5""  NVMe PCIe";"IAIDSO0503";"740617320794";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"88,8000000000";"0";"0,1800000000";"";"Encargo";"3,0000000000";"1,5000000000";"87,3000000000"
"SEDC1500M/1920G";"Kingston SSD DC1500M 1.92TB U.2 2,5""  NVMe PCIe";"IAIDSO0504";"740617320770";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"149,2000000000";"0";"0,1800000000";"";"Encargo";"3,0000000000";"3,0000000000";"146,2000000000"
"SEDC1500M/3840G";"Kingston SSD DC1500M 3.84TB U.2 2,5""  NVMe PCIe";"IAIDSO0505";"740617320756";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"195,8600000000";"0";"0,1800000000";"";"Encargo";"3,0000000000";"3,0000000000";"192,8600000000"
"SEDC1500M/7680G";"Kingston SSD DC1500M 7.68TB U.2 2,5""  NVMe PCIe";"IAIDSO0506";"740617320732";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"485,1400000000";"0";"0,1800000000";"";"Encargo";"10,0000000000";"3,0000000000";"482,1400000000"
"SP002TBSS3A55S25";"SP Ace A55 SSD 2TB 2.5"" 7mm Sata3";"IAIDSO0508";"4713436124245";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60253";"Silicon Power";"72,4600000000";"7";"0,0500000000";"";"";"0,0000000000";"3,0000000000";"69,4600000000"
"P18432-B21";"HPE HDD 2.5"" 480GB SATA/600";"IAIDSO0509";"190017376578";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04240";"HPE";"158,3000000000";"0";"0,2950000000";"";"Encargo";"7,0000000000";"0,0000000000";"158,3000000000"
"P18426-B21";"HPE HDD 2.5"" 1920GB SATA";"IAIDSO0510";"190017376516";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04240";"HPE";"383,9300000000";"0";"0,2850000000";"";"Encargo";"5,0000000000";"0,0000000000";"383,9300000000"
"P18420-B21";"HPE HDD 2.5"" 240GB SATA";"IAIDSO0511";"4549821299775";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04240";"HPE";"120,4900000000";"0";"0,2750000000";"";"Encargo";"5,0000000000";"0,0000000000";"120,4900000000"
"BL.9BWWA.102";"ACER SSD SA100 240Gb Sata 2,5""";"IAIDSO0516";"6955914613645";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"14,8200000000";"51";"0,1000000000";"";"";"0,0000000000";"0,9000000000";"13,9200000000"
"BL.9BWWA.103";"ACER SSD SA100 480Gb Sata 2,5""";"IAIDSO0517";"6955914613652";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"25,0300000000";"40";"0,0750000000";"";"";"0,0000000000";"1,5000000000";"23,5300000000"
"BL.9BWWA.108";"ACER SSD RE100 512Gb Sata 2,5""";"IAIDSO0521";"6955914613706";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"25,4800000000";"0";"0,0750000000";"26/12/2023";"";"0,0000000000";"1,5000000000";"23,9800000000"
"BL.9BWWA.109";"ACER SSD RE100 1Tb Sata 2,5""";"IAIDSO0522";"6955914613713";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"40,0600000000";"0";"0,0750000000";"26/12/2023";"";"0,0000000000";"1,5000000000";"38,5600000000"
"BL.9BWWA.114";"ACER SSD RE100 512Gb Sata M.2";"IAIDSO0523";"6955914613768";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"25,4700000000";"2";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"23,9700000000"
"BL.9BWWA.118";"ACER SSD FA100 256Gb PCIe Gen3 M.2";"IAIDSO0524";"6955914613799";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"16,5400000000";"0";"0,0750000000";"26/12/2023";"";"0,0000000000";"0,9000000000";"15,6400000000"
"BL.9BWWA.119";"ACER SSD FA100 512Gb PCIe Gen3 M.2";"IAIDSO0525";"6955914613805";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"28,6000000000";"23";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"27,1000000000"
"BL.9BWWA.120";"ACER SSD FA100 1Tb PCIe Gen3 M.2";"IAIDSO0526";"6955914613812";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"44,3900000000";"100";"0,0650000000";"";"";"0,0000000000";"1,5000000000";"42,8900000000"
"2DP98AA#ABB";"HP SSD S700 250Gb SATA3 2,5""";"IAIDSO0527";"6955914605060";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00150";"HP";"15,5000000000";"100";"0,0800000000";"";"";"0,0000000000";"0,9000000000";"14,6000000000"
"2DP99AA#ABB";"HP SSD S700 500Gb SATA3 2,5""";"IAIDSO0528";"6955914605077";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00150";"HP";"23,3900000000";"100";"0,0750000000";"";"";"0,0000000000";"1,5000000000";"21,8900000000"
"345M9AA";"HP SSD S650 480Gb SATA3 2,5""";"IAIDSO0529";"6955914614093";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00150";"HP";"27,7600000000";"100";"0,1000000000";"26/12/2023";"";"0,0000000000";"1,5000000000";"26,2600000000"
"2YY44AA";"HP SSD EX900 512Gb PCIe Gen 3x4 NVMe 1.3";"IAIDSO0533";"6955914605329";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00150";"HP";"29,1200000000";"98";"0,0650000000";"";"";"0,0000000000";"1,5000000000";"27,6200000000"
"BL.9BWWR.101";"ACER PREDATOR SSD GM-3500 512Gb PCIe NVMe Gen3";"IAIDSO0535";"6955914613836";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"27,4500000000";"13";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"25,9500000000"
"BL.9BWWR.102";"ACER PREDATOR SSD GM-3500 1Tb PCIe NVMe Gen3";"IAIDSO0536";"6955914613843";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"47,3500000000";"46";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"45,8500000000"
"BL.9BWWR.104";"ACER PREDATOR SSD GM-7000 512Gb PCIe NVMe Gen4";"IAIDSO0537";"6955914613911";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00810";"Acer";"48,8300000000";"4";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"47,3300000000"
"SKC3000S/512G";"Kingston SKC3000S/512G SSD 512GB NVMe PCIe 4.0";"IAIDSO0539";"740617324402";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";"49,5700000000";"12";"0,1000000000";"";"";"0,0000000000";"1,5000000000";"48,0700000000"
